country,status,fuel,region,owner,year,capacity,id
country_34,status_1,fuel_3,region_2,owner_499,year_0,0.872,29755
country_31,status_1,fuel_0,region_0,owner_198,year_17,0.529,29756
country_49,status_4,fuel_0,region_0,owner_1158,year_12,10.818,29757
country_103,status_2,fuel_10,region_0,owner_115,year_4,31.055,29758
country_136,status_1,fuel_6,region_1,owner_114,year_18,11.943,29759
country_18,status_3,fuel_1,region_7,owner_1249,year_9,15.798,29760
country_27,status_0,fuel_5,region_0,owner_3,year_0,140.266,29761
country_5,status_3,fuel_0,region_0,owner_354,year_0,259.113,29762
country_38,status_2,fuel_3,region_2,owner_1,year_14,45.320,29763
country_113,status_0,fuel_0,region_3,owner_278,year_6,0.740,29764
country_132,status_0,fuel_4,region_3,owner_1129,year_7,1.272,29765
country_43,status_0,fuel_0,region_0,owner_361,year_1,3.781,29766
country_0,status_2,fuel_4,region_3,owner_15,year_23,4.840,29767
country_45,status_3,fuel_5,region_4,owner_1616,year_6,105.893,29768
country_9,status_0,fuel_2,region_0,owner_329,year_11,0.184,29769
country_44,status_2,fuel_8,region_1,owner_76,year_20,47.141,29770
country_12,status_4,fuel_4,region_3,owner_60,year_5,1.222,29771
country_120,status_0,fuel_1,region_1,owner_559,year_23,250.420,29772
country_30,status_0,fuel_10,region_0,owner_1340,year_10,39.549,29773
country_1,status_1,fuel_0,region_4,owner_246,year_8,5.283,29774
country_24,status_0,fuel_3,region_0,owner_317,year_19,231.183,29775
country_21,status_3,fuel_0,region_5,owner_909,year_9,7.529,29776
country_7,status_0,fuel_9,region_1,owner_42,year_4,0.352,29777
country_98,status_2,fuel_1,region_0,owner_152,year_2,0.239,29778
country_93,status_0,fuel_3,region_0,owner_160,year_8,5.716,29779
country_15,status_0,fuel_3,region_0,owner_902,year_10,0.401,29780
country_171,status_2,fuel_0,region_2,owner_582,year_5,0.829,29781
country_83,status_4,fuel_0,region_0,owner_5,year_0,1.640,29782
country_36,status_1,fuel_5,region_5,owner_669,year_0,0.987,29783
country_1,status_2,fuel_1,region_4,owner_170,year_6,35.217,29784
country_5,status_2,fuel_0,region_0,owner_78,year_7,181.574,29785
country_10,status_1,fuel_10,region_0,owner_320,year_16,1.927,29786
country_28,status_0,fuel_3,region_0,owner_236,year_17,0.352,29787
country_1,status_0,fuel_5,region_0,owner_168,year_6,21.492,29788
country_15,status_0,fuel_0,region_0,owner_116,year_6,14.399,29789
country_63,status_0,fuel_0,region_5,owner_34,year_9,3.946,29790
country_6,status_4,fuel_6,region_2,owner_994,year_10,98.862,29791
country_8,status_0,fuel_0,region_5,owner_962,year_0,40.139,29792
country_11,status_1,fuel_8,region_2,owner_307,year_0,5.346,29793
country_108,status_2,fuel_4,region_0,owner_612,year_0,0.481,29794
country_47,status_1,fuel_4,region_4,owner_214,year_15,0.121,29795
country_21,status_0,fuel_6,region_1,owner_255,year_17,0.638,29796
country_99,status_0,fuel_1,region_0,owner_385,year_20,169.102,29797
country_77,status_0,fuel_9,region_0,owner_76,year_0,0.336,29798
country_63,status_0,fuel_0,region_2,owner_91,year_14,1.626,29799
country_23,status_0,fuel_0,region_1,owner_977,year_11,0.160,29800
country_2,status_0,fuel_1,region_0,owner_831,year_17,0.211,29801
country_169,status_0,fuel_6,region_0,owner_101,year_2,46.677,29802
country_25,status_2,fuel_0,region_1,owner_404,year_1,0.511,29803
country_3,status_0,fuel_6,region_2,owner_21,year_6,31.076,29804
country_33,status_0,fuel_2,region_1,owner_310,year_11,24.892,29805
country_47,status_2,fuel_6,region_0,owner_188,year_1,271.439,29806
country_18,status_3,fuel_6,region_4,owner_287,year_6,23.826,29807
country_19,status_0,fuel_3,region_0,owner_412,year_14,9.315,29808
country_64,status_0,fuel_0,region_0,owner_112,year_2,10.839,29809
country_65,status_2,fuel_4,region_0,owner_7,year_9,0.128,29810
country_62,status_2,fuel_4,region_0,owner_824,year_8,0.243,29811
country_36,status_2,fuel_0,region_0,owner_63,year_6,262.502,29812
country_90,status_2,fuel_7,region_4,owner_59,year_0,0.150,29813
country_5,status_0,fuel_0,region_0,owner_1044,year_0,1.733,29814
country_17,status_3,fuel_1,region_1,owner_667,year_5,72.722,29815
country_61,status_2,fuel_6,region_0,owner_803,year_1,7.523,29816
country_11,status_0,fuel_0,region_0,owner_94,year_7,11.714,29817
country_4,status_0,fuel_1,region_3,owner_605,year_2,0.162,29818
country_56,status_0,fuel_2,region_0,owner_53,year_2,93.338,29819
country_116,status_3,fuel_2,region_5,owner_33,year_20,1.513,29820
country_27,status_2,fuel_0,region_1,owner_548,year_2,0.586,29821
country_84,status_4,fuel_0,region_0,owner_368,year_0,98.218,29822
country_17,status_0,fuel_8,region_2,owner_22,year_2,2.754,29823
country_122,status_0,fuel_5,region_0,owner_19,year_9,6.301,29824
country_3,status_0,fuel_2,region_1,owner_1111,year_5,0.350,29825
country_6,status_3,fuel_4,region_0,owner_233,year_21,1.794,29826
country_38,status_3,fuel_0,region_3,owner_682,year_3,0.902,29827
country_113,status_2,fuel_2,region_4,owner_473,year_0,0.577,29828
country_39,status_0,fuel_1,region_2,owner_61,year_14,83.805,29829
country_124,status_3,fuel_5,region_0,owner_256,year_2,2.159,29830
country_98,status_2,fuel_4,region_4,owner_309,year_0,52.724,29831
country_184,status_0,fuel_8,region_0,owner_148,year_8,109.777,29832
country_39,status_0,fuel_8,region_1,owner_334,year_5,10.312,29833
country_12,status_0,fuel_6,region_3,owner_76,year_5,17.863,29834
country_67,status_1,fuel_8,region_4,owner_502,year_1,0.540,29835
country_12,status_1,fuel_0,region_6,owner_316,year_1,3.518,29836
country_41,status_0,fuel_1,region_0,owner_9,year_10,4.895,29837
country_21,status_0,fuel_0,region_3,owner_77,year_4,261.287,29838
country_38,status_0,fuel_4,region_2,owner_223,year_11,3.511,29839
country_30,status_1,fuel_1,region_0,owner_85,year_4,0.205,29840
country_98,status_0,fuel_2,region_0,owner_440,year_1,1.262,29841
country_18,status_0,fuel_0,region_1,owner_132,year_25,1.122,29842
country_38,status_0,fuel_2,region_2,owner_854,year_0,14.987,29843
country_19,status_0,fuel_4,region_4,owner_552,year_18,6.580,29844
country_4,status_1,fuel_1,region_1,owner_573,year_8,190.305,29845
country_34,status_1,fuel_9,region_2,owner_476,year_0,12.162,29846
country_9,status_0,fuel_4,region_1,owner_692,year_1,2.312,29847
country_80,status_4,fuel_2,region_0,owner_1310,year_1,1.069,29848
country_1,status_0,fuel_0,region_0,owner_645,year_9,0.793,29849
country_161,status_0,fuel_0,region_0,owner_641,year_4,3.452,29850
country_85,status_3,fuel_2,region_0,owner_1309,year_3,1.662,29851
country_38,status_1,fuel_0,region_3,owner_20,year_15,0.130,29852
country_183,status_3,fuel_2,region_4,owner_192,year_5,4.620,29853
country_7,status_3,fuel_0,region_2,owner_861,year_0,0.108,29854
country_14,status_3,fuel_0,region_3,owner_741,year_2,62.637,29855
country_20,status_0,fuel_1,region_1,owner_133,year_0,0.663,29856
country_37,status_0,fuel_5,region_3,owner_320,year_1,81.207,29857
country_69,status_3,fuel_1,region_0,owner_231,year_4,0.368,29858
country_103,status_1,fuel_0,region_3,owner_75,year_2,5.143,29859
country_68,status_1,fuel_0,region_0,owner_52,year_0,0.134,29860
country_157,status_1,fuel_1,region_1,owner_3,year_0,17.720,29861
country_6,status_1,fuel_3,region_1,owner_1831,year_18,22.407,29862
country_32,status_0,fuel_4,region_2,owner_156,year_1,0.188,29863
country_149,status_5,fuel_0,region_0,owner_853,year_0,0.485,29864
country_58,status_0,fuel_3,region_0,owner_294,year_17,116.885,29865
country_63,status_1,fuel_1,region_2,owner_360,year_8,1.646,29866
country_29,status_1,fuel_7,region_0,owner_307,year_5,66.299,29867
country_12,status_1,fuel_4,region_4,owner_1223,year_14,0.115,29868
country_26,status_0,fuel_6,region_3,owner_553,year_15,8.947,29869
country_113,status_0,fuel_0,region_4,owner_697,year_3,12.147,29870
country_73,status_2,fuel_5,region_0,owner_377,year_4,11.009,29871
country_31,status_5,fuel_0,region_0,owner_128,year_16,190.608,29872
country_69,status_0,fuel_9,region_0,owner_444,year_2,253.408,29873
country_7,status_0,fuel_0,region_0,owner_1255,year_1,16.634,29874
country_84,status_0,fuel_2,region_0,owner_1383,year_17,1.835,29875
country_86,status_2,fuel_5,region_0,owner_834,year_3,223.597,29876
country_27,status_1,fuel_1,region_1,owner_1313,year_8,0.140,29877
country_10,status_0,fuel_4,region_4,owner_133,year_10,7.209,29878
country_96,status_0,fuel_2,region_0,owner_1714,year_0,13.501,29879
country_12,status_4,fuel_1,region_5,owner_78,year_4,7.804,29880
country_21,status_0,fuel_0,region_4,owner_208,year_4,6.515,29881
country_24,status_1,fuel_0,region_0,owner_968,year_1,28.533,29882
country_12,status_0,fuel_0,region_1,owner_401,year_1,1.040,29883
country_14,status_2,fuel_3,region_2,owner_150,year_2,0.163,29884
country_0,status_2,fuel_1,region_0,owner_962,year_14,1.000,29885
country_4,status_4,fuel_6,region_3,owner_38,year_11,0.169,29886
country_118,status_1,fuel_0,region_1,owner_59,year_11,67.251,29887
country_3,status_1,fuel_2,region_1,owner_996,year_1,0.408,29888
country_8,status_1,fuel_0,region_3,owner_611,year_12,1.139,29889
country_79,status_1,fuel_7,region_2,owner_170,year_21,221.690,29890
country_147,status_0,fuel_2,region_0,owner_393,year_4,0.480,29891
country_31,status_0,fuel_1,region_0,owner_1930,year_22,141.395,29892
country_44,status_3,fuel_1,region_0,owner_48,year_1,8.808,29893
country_3,status_2,fuel_5,region_2,owner_122,year_8,1.172,29894
country_30,status_3,fuel_0,region_0,owner_869,year_0,14.053,29895
country_8,status_1,fuel_4,region_5,owner_198,year_0,0.164,29896
country_23,status_0,fuel_1,region_1,owner_711,year_5,271.391,29897
country_46,status_0,fuel_7,region_0,owner_67,year_1,0.217,29898
country_7,status_2,fuel_0,region_2,owner_807,year_6,0.774,29899
country_45,status_1,fuel_1,region_2,owner_357,year_3,0.285,29900
country_7,status_0,fuel_2,region_2,owner_544,year_5,0.676,29901
country_77,status_1,fuel_4,region_0,owner_472,year_1,0.110,29902
country_1,status_0,fuel_0,region_2,owner_518,year_1,9.157,29903
country_9,status_3,fuel_0,region_0,owner_875,year_5,0.286,29904
country_4,status_0,fuel_0,region_0,owner_618,year_0,1.744,29905
country_46,status_0,fuel_0,region_2,owner_1520,year_0,99.039,29906
country_24,status_0,fuel_3,region_2,owner_1071,year_1,0.256,29907
country_18,status_3,fuel_1,region_0,owner_72,year_3,34.088,29908
country_75,status_3,fuel_1,region_3,owner_698,year_2,5.505,29909
country_25,status_0,fuel_0,region_3,owner_308,year_1,8.296,29910
country_5,status_1,fuel_3,region_6,owner_494,year_22,19.335,29911
country_55,status_0,fuel_4,region_0,owner_649,year_10,77.562,29912
country_20,status_2,fuel_4,region_1,owner_464,year_2,99.559,29913
country_88,status_0,fuel_4,region_2,owner_361,year_11,0.123,29914
country_0,status_4,fuel_1,region_4,owner_807,year_20,11.409,29915
country_11,status_4,fuel_1,region_6,owner_353,year_6,0.163,29916
country_73,status_1,fuel_3,region_2,owner_193,year_9,0.300,29917
country_15,status_0,fuel_6,region_0,owner_398,year_14,1.000,29918
country_4,status_0,fuel_0,region_6,owner_311,year_27,8.019,29919
country_64,status_1,fuel_6,region_2,owner_378,year_10,3.894,29920
country_22,status_3,fuel_1,region_0,owner_663,year_0,116.381,29921
country_49,status_0,fuel_9,region_3,owner_168,year_3,2.793,29922
country_53,status_0,fuel_0,region_0,owner_164,year_6,0.120,29923
country_1,status_2,fuel_5,region_0,owner_583,year_9,0.820,29924
country_160,status_0,fuel_2,region_3,owner_925,year_12,78.482,29925
country_7,status_2,fuel_0,region_5,owner_118,year_4,43.626,29926
country_14,status_0,fuel_4,region_4,owner_234,year_6,9.456,29927
country_30,status_2,fuel_7,region_0,owner_6,year_3,0.291,29928
country_67,status_0,fuel_0,region_5,owner_84,year_1,12.711,29929
country_28,status_0,fuel_0,region_1,owner_42,year_3,0.141,29930
country_58,status_1,fuel_0,region_1,owner_5,year_4,1.720,29931
country_62,status_0,fuel_1,region_5,owner_1192,year_22,184.162,29932
country_50,status_0,fuel_3,region_3,owner_203,year_4,0.170,29933
country_2,status_0,fuel_6,region_2,owner_133,year_6,0.156,29934
country_21,status_0,fuel_0,region_2,owner_1041,year_10,102.435,29935
country_15,status_1,fuel_2,region_4,owner_1138,year_5,22.412,29936
country_49,status_0,fuel_3,region_2,owner_158,year_3,31.585,29937
country_33,status_2,fuel_0,region_5,owner_112,year_25,22.112,29938
country_48,status_1,fuel_1,region_0,owner_878,year_14,142.215,29939
country_52,status_3,fuel_3,region_0,owner_101,year_0,56.856,29940
country_131,status_0,fuel_1,region_0,owner_1136,year_0,3.915,29941
country_6,status_0,fuel_5,region_0,owner_48,year_4,9.005,29942
country_35,status_0,fuel_5,region_0,owner_83,year_4,0.365,29943
country_25,status_4,fuel_2,region_1,owner_604,year_4,4.056,29944
country_42,status_2,fuel_1,region_1,owner_1246,year_15,1.389,29945
country_27,status_1,fuel_7,region_2,owner_850,year_0,254.731,29946
country_180,status_0,fuel_0,region_0,owner_615,year_0,0.440,29947
country_4,status_0,fuel_0,region_5,owner_78,year_1,0.316,29948
country_84,status_1,fuel_0,region_4,owner_387,year_16,0.952,29949
country_21,status_2,fuel_0,region_3,owner_389,year_3,50.913,29950
country_83,status_0,fuel_8,region_0,owner_452,year_14,1.807,29951
country_139,status_1,fuel_0,region_1,owner_1814,year_9,72.112,29952
country_1,status_0,fuel_1,region_1,owner_540,year_20,5.013,29953
country_41,status_1,fuel_2,region_0,owner_358,year_8,4.057,29954
country_52,status_2,fuel_3,region_0,owner_602,year_11,0.111,29955
country_62,status_2,fuel_5,region_2,owner_613,year_0,3.627,29956
country_83,status_2,fuel_4,region_0,owner_6,year_14,0.623,29957
country_166,status_1,fuel_8,region_1,owner_254,year_4,165.707,29958
country_16,status_2,fuel_1,region_6,owner_249,year_15,37.786,29959
country_6,status_5,fuel_1,region_2,owner_1559,year_9,148.923,29960
country_90,status_0,fuel_0,region_0,owner_766,year_0,63.007,29961
country_143,status_0,fuel_1,region_3,owner_424,year_1,20.189,29962
country_30,status_3,fuel_1,region_2,owner_288,year_13,6.175,29963
country_17,status_0,fuel_2,region_0,owner_121,year_13,37.664,29964
country_23,status_0,fuel_5,region_1,owner_298,year_5,265.507,29965
country_6,status_2,fuel_0,region_2,owner_301,year_0,11.439,29966
country_104,status_0,fuel_0,region_0,owner_993,year_18,2.582,29967
country_83,status_3,fuel_5,region_4,owner_199,year_0,0.573,29968
country_111,status_1,fuel_3,region_0,owner_596,year_8,5.463,29969
country_59,status_1,fuel_6,region_6,owner_780,year_11,3.989,29970
country_108,status_1,fuel_0,region_0,owner_305,year_0,0.674,29971
country_17,status_0,fuel_6,region_5,owner_1753,year_23,10.784,29972
country_91,status_0,fuel_4,region_2,owner_30,year_0,90.592,29973
country_139,status_2,fuel_3,region_0,owner_412,year_4,29.649,29974
country_15,status_1,fuel_1,region_0,owner_594,year_4,7.191,29975
country_46,status_2,fuel_5,region_0,owner_1232,year_0,93.025,29976
country_114,status_0,fuel_3,region_2,owner_808,year_2,17.659,29977
country_29,status_3,fuel_7,region_3,owner_5,year_9,70.894,29978
country_23,status_1,fuel_6,region_1,owner_590,year_9,0.127,29979
country_152,status_5,fuel_5,region_3,owner_574,year_0,0.760,29980
country_36,status_1,fuel_0,region_4,owner_579,year_16,2.390,29981
country_84,status_2,fuel_5,region_3,owner_919,year_2,131.067,29982
country_27,status_0,fuel_2,region_3,owner_446,year_12,0.300,29983
country_34,status_3,fuel_6,region_0,owner_801,year_1,0.486,29984
country_2,status_3,fuel_0,region_3,owner_162,year_0,66.627,29985
country_18,status_1,fuel_0,region_2,owner_493,year_6,109.134,29986
country_54,status_0,fuel_1,region_2,owner_61,year_2,0.121,29987
country_108,status_0,fuel_3,region_0,owner_726,year_17,32.564,29988
country_120,status_2,fuel_6,region_2,owner_39,year_5,45.282,29989
country_135,status_0,fuel_3,region_2,owner_369,year_0,34.075,29990
country_21,status_1,fuel_3,region_2,owner_673,year_7,69.271,29991
country_32,status_1,fuel_2,region_1,owner_538,year_14,18.234,29992
country_11,status_0,fuel_3,region_3,owner_192,year_5,3.340,29993
country_65,status_3,fuel_3,region_0,owner_52,year_1,45.772,29994
country_54,status_2,fuel_6,region_0,owner_147,year_12,0.177,29995
country_38,status_1,fuel_10,region_4,owner_59,year_2,0.770,29996
country_107,status_0,fuel_0,region_2,owner_58,year_7,26.691,29997
country_68,status_3,fuel_1,region_1,owner_112,year_15,10.705,29998
country_2,status_0,fuel_1,region_1,owner_210,year_0,0.215,29999
country_103,status_0,fuel_8,region_0,owner_717,year_14,52.104,30000
country_12,status_1,fuel_9,region_0,owner_113,year_12,0.336,30001
country_27,status_2,fuel_2,region_1,owner_199,year_3,72.626,30002
country_37,status_2,fuel_6,region_1,owner_278,year_1,182.013,30003
country_29,status_0,fuel_2,region_0,owner_983,year_11,2.100,30004
country_14,status_0,fuel_7,region_1,owner_349,year_0,0.333,30005
country_64,status_0,fuel_2,region_2,owner_14,year_14,0.387,30006
country_20,status_0,fuel_1,region_2,owner_49,year_6,0.151,30007
country_0,status_1,fuel_10,region_5,owner_82,year_0,238.299,30008
country_85,status_1,fuel_7,region_2,owner_1060,year_1,15.981,30009
country_59,status_0,fuel_4,region_0,owner_1122,year_1,0.132,30010
country_11,status_2,fuel_2,region_2,owner_24,year_1,1.959,30011
country_152,status_2,fuel_2,region_3,owner_125,year_1,3.062,30012
country_117,status_1,fuel_4,region_0,owner_144,year_4,2.083,30013
country_66,status_0,fuel_0,region_4,owner_765,year_6,1.170,30014
country_38,status_4,fuel_1,region_2,owner_327,year_6,0.288,30015
country_14,status_0,fuel_4,region_1,owner_985,year_15,4.108,30016
country_167,status_0,fuel_4,region_7,owner_508,year_8,0.553,30017
country_30,status_3,fuel_4,region_5,owner_64,year_2,2.519,30018
country_106,status_1,fuel_1,region_4,owner_332,year_9,0.417,30019
country_115,status_1,fuel_1,region_2,owner_161,year_5,221.058,30020
country_7,status_0,fuel_1,region_5,owner_483,year_9,0.927,30021
country_5,status_0,fuel_0,region_2,owner_1497,year_13,0.251,30022
country_44,status_1,fuel_0,region_3,owner_122,year_15,0.491,30023
country_65,status_1,fuel_2,region_2,owner_954,year_15,0.481,30024
country_62,status_0,fuel_3,region_0,owner_605,year_10,2.400,30025
country_14,status_4,fuel_0,region_1,owner_1069,year_1,0.561,30026
country_138,status_2,fuel_1,region_3,owner_382,year_10,6.642,30027
country_11,status_2,fuel_7,region_1,owner_368,year_10,31.338,30028
country_1,status_0,fuel_6,region_0,owner_1137,year_0,27.236,30029
country_0,status_0,fuel_0,region_0,owner_492,year_5,1.945,30030
country_2,status_2,fuel_0,region_0,owner_49,year_1,0.745,30031
country_37,status_2,fuel_0,region_2,owner_75,year_6,35.448,30032
country_42,status_0,fuel_10,region_0,owner_3,year_1,0.312,30033
country_16,status_1,fuel_1,region_0,owner_676,year_7,87.529,30034
country_10,status_2,fuel_2,region_0,owner_397,year_3,16.513,30035
country_22,status_0,fuel_1,region_0,owner_727,year_13,53.614,30036
country_119,status_1,fuel_3,region_0,owner_311,year_14,81.871,30037
country_32,status_3,fuel_0,region_0,owner_923,year_11,0.286,30038
country_15,status_3,fuel_1,region_0,owner_1267,year_8,2.337,30039
country_117,status_0,fuel_2,region_2,owner_164,year_5,242.428,30040
country_46,status_1,fuel_2,region_2,owner_58,year_8,1.315,30041
country_14,status_0,fuel_0,region_0,owner_48,year_14,6.698,30042
country_24,status_0,fuel_2,region_1,owner_323,year_13,0.728,30043
country_21,status_0,fuel_0,region_0,owner_4,year_2,43.653,30044
country_0,status_1,fuel_1,region_5,owner_571,year_2,10.902,30045
country_8,status_0,fuel_1,region_0,owner_480,year_0,0.899,30046
country_57,status_1,fuel_9,region_1,owner_253,year_13,28.459,30047
country_121,status_0,fuel_3,region_3,owner_37,year_4,293.995,30048
country_13,status_1,fuel_0,region_2,owner_198,year_14,71.535,30049
country_147,status_0,fuel_4,region_0,owner_237,year_2,5.152,30050
country_23,status_2,fuel_0,region_0,owner_1,year_0,0.193,30051
country_30,status_0,fuel_2,region_0,owner_209,year_9,1.025,30052
country_120,status_2,fuel_4,region_2,owner_219,year_2,0.387,30053
country_31,status_0,fuel_0,region_1,owner_1757,year_0,3.779,30054
country_34,status_1,fuel_6,region_1,owner_286,year_0,0.305,30055
country_6,status_0,fuel_0,region_1,owner_9,year_15,1.423,30056
country_130,status_0,fuel_0,region_5,owner_1729,year_1,0.299,30057
country_2,status_0,fuel_5,region_6,owner_103,year_13,1.438,30058
country_9,status_0,fuel_0,region_1,owner_295,year_3,0.136,30059
country_18,status_0,fuel_0,region_0,owner_229,year_3,0.374,30060
country_25,status_3,fuel_2,region_0,owner_329,year_10,43.427,30061
country_57,status_4,fuel_0,region_1,owner_52,year_0,0.882,30062
country_14,status_1,fuel_0,region_4,owner_726,year_5,0.828,30063
country_95,status_0,fuel_0,region_0,owner_184,year_0,28.747,30064
country_15,status_2,fuel_5,region_1,owner_61,year_1,2.246,30065
country_118,status_2,fuel_0,region_0,owner_425,year_8,6.345,30066
country_62,status_0,fuel_0,region_5,owner_11,year_5,0.834,30067
country_3,status_1,fuel_0,region_0,owner_851,year_10,166.982,30068
country_29,status_2,fuel_0,region_0,owner_191,year_14,0.705,30069
country_25,status_1,fuel_2,region_1,owner_552,year_6,0.280,30070
country_10,status_1,fuel_0,region_1,owner_154,year_4,77.577,30071
country_65,status_1,fuel_10,region_0,owner_393,year_0,12.689,30072
country_14,status_1,fuel_3,region_0,owner_187,year_7,6.414,30073
country_85,status_2,fuel_1,region_3,owner_496,year_4,0.372,30074
country_43,status_0,fuel_3,region_2,owner_57,year_6,1.656,30075
country_26,status_2,fuel_3,region_1,owner_1041,year_4,0.306,30076
country_66,status_0,fuel_4,region_2,owner_309,year_7,186.932,30077
country_0,status_1,fuel_0,region_3,owner_433,year_14,0.661,30078
country_30,status_1,fuel_1,region_1,owner_267,year_13,0.466,30079
country_84,status_2,fuel_0,region_3,owner_99,year_2,211.923,30080
country_155,status_1,fuel_6,region_1,owner_305,year_13,2.437,30081
country_163,status_4,fuel_2,region_3,owner_400,year_3,207.776,30082
country_2,status_0,fuel_1,region_2,owner_89,year_2,1.396,30083
country_76,status_0,fuel_0,region_2,owner_28,year_1,15.441,30084
country_0,status_0,fuel_3,region_1,owner_878,year_4,2.412,30085
country_0,status_0,fuel_6,region_4,owner_554,year_9,7.218,30086
country_8,status_3,fuel_1,region_1,owner_160,year_0,1.183,30087
country_4,status_1,fuel_7,region_3,owner_1,year_6,0.322,30088
country_14,status_0,fuel_1,region_0,owner_245,year_11,2.672,30089
country_22,status_3,fuel_5,region_0,owner_1296,year_7,38.952,30090
country_18,status_1,fuel_3,region_5,owner_575,year_1,24.281,30091
country_24,status_0,fuel_6,region_1,owner_135,year_0,17.546,30092
country_1,status_0,fuel_1,region_0,owner_777,year_2,3.715,30093
country_9,status_0,fuel_5,region_1,owner_330,year_11,5.133,30094
country_63,status_0,fuel_0,region_0,owner_888,year_11,0.295,30095
country_34,status_0,fuel_0,region_0,owner_72,year_1,40.284,30096
country_3,status_2,fuel_2,region_0,owner_90,year_20,147.410,30097
country_27,status_2,fuel_2,region_0,owner_222,year_2,4.655,30098
country_87,status_3,fuel_0,region_0,owner_389,year_9,0.401,30099
country_83,status_2,fuel_1,region_0,owner_23,year_25,75.149,30100
country_39,status_0,fuel_4,region_0,owner_1038,year_22,48.251,30101
country_117,status_0,fuel_0,region_2,owner_499,year_2,0.884,30102
country_59,status_0,fuel_5,region_0,owner_761,year_6,58.073,30103
country_70,status_0,fuel_5,region_0,owner_1,year_12,1.882,30104
country_131,status_0,fuel_1,region_4,owner_183,year_4,32.922,30105
country_139,status_3,fuel_0,region_0,owner_95,year_0,2.240,30106
country_94,status_5,fuel_0,region_0,owner_880,year_20,41.387,30107
country_19,status_0,fuel_0,region_3,owner_691,year_0,27.231,30108
country_27,status_3,fuel_0,region_3,owner_1255,year_1,5.456,30109
country_105,status_0,fuel_7,region_1,owner_862,year_0,0.274,30110
country_81,status_0,fuel_1,region_1,owner_342,year_11,2.382,30111
country_133,status_2,fuel_2,region_1,owner_615,year_4,7.520,30112
country_31,status_2,fuel_4,region_1,owner_207,year_9,1.701,30113
country_155,status_0,fuel_6,region_0,owner_153,year_22,9.998,30114
country_0,status_0,fuel_0,region_0,owner_149,year_9,0.714,30115
country_32,status_3,fuel_1,region_1,owner_1047,year_4,43.983,30116
country_139,status_2,fuel_1,region_0,owner_780,year_0,0.811,30117
country_1,status_2,fuel_0,region_4,owner_208,year_5,211.966,30118
country_130,status_0,fuel_1,region_1,owner_164,year_8,44.760,30119
country_23,status_0,fuel_2,region_1,owner_382,year_0,0.244,30120
country_154,status_1,fuel_0,region_1,owner_475,year_17,0.124,30121
country_62,status_1,fuel_7,region_1,owner_99,year_11,78.179,30122
country_15,status_1,fuel_10,region_2,owner_100,year_1,6.694,30123
country_21,status_1,fuel_4,region_0,owner_75,year_17,10.064,30124
country_7,status_0,fuel_1,region_1,owner_353,year_8,49.416,30125
country_2,status_0,fuel_2,region_3,owner_3,year_2,0.290,30126
country_13,status_1,fuel_1,region_3,owner_62,year_5,0.229,30127
country_54,status_1,fuel_4,region_1,owner_920,year_2,18.078,30128
country_16,status_4,fuel_5,region_0,owner_245,year_25,224.710,30129
country_3,status_0,fuel_1,region_2,owner_1166,year_4,1.300,30130
country_42,status_0,fuel_2,region_1,owner_309,year_21,0.547,30131
country_19,status_1,fuel_6,region_0,owner_218,year_11,13.097,30132
country_141,status_1,fuel_1,region_6,owner_285,year_18,0.101,30133
country_0,status_0,fuel_2,region_0,owner_200,year_13,32.216,30134
country_61,status_0,fuel_1,region_0,owner_21,year_14,4.530,30135
country_22,status_0,fuel_1,region_0,owner_598,year_10,1.374,30136
country_32,status_0,fuel_0,region_0,owner_507,year_5,0.513,30137
country_51,status_0,fuel_0,region_1,owner_14,year_13,2.507,30138
country_13,status_0,fuel_0,region_0,owner_24,year_5,0.801,30139
country_50,status_2,fuel_1,region_2,owner_546,year_12,5.340,30140
country_17,status_1,fuel_6,region_0,owner_846,year_16,54.571,30141
country_44,status_1,fuel_0,region_0,owner_566,year_5,0.543,30142
country_4,status_4,fuel_1,region_0,owner_1404,year_8,136.699,30143
country_157,status_1,fuel_2,region_1,owner_1277,year_12,80.247,30144
country_96,status_1,fuel_3,region_0,owner_266,year_18,6.321,30145
country_21,status_0,fuel_0,region_0,owner_1105,year_19,0.663,30146
country_23,status_0,fuel_2,region_6,owner_626,year_12,0.246,30147
country_111,status_5,fuel_0,region_1,owner_1753,year_8,1.687,30148
country_55,status_2,fuel_9,region_4,owner_579,year_13,2.053,30149
country_56,status_0,fuel_2,region_4,owner_1075,year_12,0.109,30150
country_25,status_2,fuel_0,region_5,owner_40,year_5,8.809,30151
country_142,status_4,fuel_0,region_1,owner_318,year_19,0.884,30152
country_17,status_0,fuel_0,region_0,owner_424,year_7,0.102,30153
country_33,status_2,fuel_3,region_0,owner_638,year_6,4.678,30154
country_70,status_4,fuel_6,region_5,owner_535,year_1,0.400,30155
country_24,status_0,fuel_1,region_0,owner_127,year_2,5.283,30156
country_47,status_0,fuel_0,region_3,owner_322,year_5,4.739,30157
country_130,status_1,fuel_5,region_1,owner_25,year_1,134.401,30158
country_28,status_0,fuel_4,region_1,owner_478,year_16,1.560,30159
country_1,status_0,fuel_0,region_1,owner_1014,year_12,1.310,30160
country_3,status_2,fuel_0,region_2,owner_120,year_7,173.364,30161
country_73,status_1,fuel_0,region_3,owner_1396,year_0,0.128,30162
country_87,status_0,fuel_0,region_0,owner_96,year_3,14.418,30163
